incident_name,incident_created_year,incident_created_month,incident_created_day,incident_created_hour,incident_created_minute,incident_latitude,incident_longitude,class_label
synthetic negative random 2235,2017,7,14,6,58,38.85334,-122.46061,0
synthetic negative random 2236,2019,2,18,7,37,38.65574,-119.67424,0
synthetic negative random 2237,2017,1,15,13,3,40.05693,-120.83566,0
synthetic negative random 2238,2020,8,13,23,34,37.22358,-120.98879,0
synthetic negative random 2239,2016,4,1,15,27,39.10026,-122.12907,0
synthetic negative random 2240,2023,2,25,11,55,34.5725,-120.1346,0
synthetic negative random 2241,2021,12,27,18,7,35.83983,-119.9041,0
synthetic negative random 2242,2016,1,18,12,45,35.29117,-118.73485,0
synthetic negative random 2243,2018,9,16,10,27,34.43733,-115.42635,0
synthetic negative random 2244,2021,2,5,17,12,36.89517,-120.21836,0
synthetic negative random 2245,2018,1,18,21,24,34.28351,-114.28691,0
synthetic negative random 2246,2018,11,3,20,40,35.45749,-115.4982,0
synthetic negative random 2247,2019,11,1,4,27,35.25922,-116.37104,0
synthetic negative random 2248,2021,4,22,10,24,35.43301,-119.18217,0
synthetic negative random 2249,2017,6,11,0,38,35.54958,-120.28335,0
synthetic negative random 2250,2018,8,6,19,32,34.31167,-117.04933,0
synthetic negative random 2251,2020,9,27,2,8,32.82513,-115.28271,0
synthetic negative random 2252,2019,6,24,4,31,41.55669,-123.16075,0
synthetic negative random 2253,2018,5,29,11,59,41.35648,-123.24673,0
synthetic negative random 2254,2021,12,7,4,4,41.14927,-121.90311,0
synthetic negative random 2255,2020,9,25,19,18,36.9367,-119.5648,0
synthetic negative random 2256,2016,5,12,13,13,33.01602,-114.87565,0
synthetic negative random 2257,2015,12,25,10,8,32.81112,-115.75353,0
synthetic negative random 2258,2020,2,27,12,53,35.1644,-117.28389,0
synthetic negative random 2259,2022,8,30,12,57,40.52662,-120.09271,0
synthetic negative random 2260,2021,12,30,18,7,40.53174,-122.73431,0
synthetic negative random 2261,2017,9,1,10,49,39.02919,-120.78872,0
synthetic negative random 2262,2015,1,12,7,32,34.74516,-119.05733,0
synthetic negative random 2263,2017,2,22,12,41,33.83952,-116.01296,0
synthetic negative random 2264,2020,6,24,7,51,35.6208,-117.30506,0
synthetic negative random 2265,2017,2,21,20,21,37.74775,-118.85535,0
synthetic negative random 2266,2019,2,23,15,34,34.39255,-116.62535,0
synthetic negative random 2267,2019,1,18,2,36,36.40794,-117.64026,0
synthetic negative random 2268,2020,11,27,14,57,34.28788,-116.75443,0
synthetic negative random 2269,2021,9,1,23,47,35.91691,-118.66846,0
synthetic negative random 2270,2022,7,2,2,11,36.50138,-118.87598,0
synthetic negative random 2271,2019,11,24,7,14,38.63308,-119.9472,0
synthetic negative random 2272,2020,1,21,20,40,36.85996,-117.69598,0
synthetic negative random 2273,2017,1,10,9,4,35.18993,-117.07916,0
synthetic negative random 2274,2022,4,21,23,44,41.93559,-120.29016,0
synthetic negative random 2275,2016,12,20,5,31,35.09552,-120.14934,0
synthetic negative random 2276,2022,10,17,9,38,36.19678,-118.8848,0
synthetic negative random 2277,2020,8,18,18,32,41.25709,-122.93549,0
synthetic negative random 2278,2016,12,2,11,46,32.8518,-116.9075,0
synthetic negative random 2279,2019,7,20,14,40,37.98699,-122.20224,0
synthetic negative random 2280,2019,8,4,3,9,41.32504,-120.94633,0
synthetic negative random 2281,2021,5,10,4,19,39.01831,-121.10536,0
synthetic negative random 2282,2020,7,30,15,27,37.2566,-121.47162,0
synthetic negative random 2283,2015,3,28,7,26,38.43961,-120.82366,0
synthetic negative random 2284,2017,5,1,23,52,32.6026,-116.51784,0
synthetic negative random 2285,2015,1,30,4,54,40.82727,-122.99292,0
synthetic negative random 2286,2019,2,24,4,2,40.57511,-122.19752,0
synthetic negative random 2287,2018,4,9,9,51,36.99456,-117.59077,0
synthetic negative random 2288,2019,5,24,15,50,33.33056,-116.39454,0
synthetic negative random 2289,2021,3,30,20,53,41.78765,-124.04701,0
synthetic negative random 2290,2021,4,25,22,6,40.02229,-123.78789,0
synthetic negative random 2291,2017,2,23,17,30,33.66909,-117.13272,0
synthetic negative random 2292,2016,12,15,6,57,41.3279,-121.11408,0
synthetic negative random 2293,2015,7,2,23,7,35.82914,-120.69415,0
synthetic negative random 2294,2022,12,10,14,45,32.76402,-114.60592,0
synthetic negative random 2295,2016,2,24,16,55,35.67488,-116.59682,0
synthetic negative random 2296,2019,3,13,20,1,34.6288,-118.74963,0
synthetic negative random 2297,2017,3,15,6,11,36.76271,-119.05673,0
synthetic negative random 2298,2023,2,19,20,5,37.03994,-119.14209,0
synthetic negative random 2299,2015,9,18,2,52,35.57248,-117.12324,0
synthetic negative random 2300,2021,6,21,15,11,37.06117,-119.54163,0
synthetic negative random 2301,2022,4,13,16,11,33.3377,-114.96944,0
synthetic negative random 2302,2016,3,11,5,50,40.08111,-120.1678,0
synthetic negative random 2303,2016,7,28,14,30,40.87125,-123.78791,0
synthetic negative random 2304,2016,12,21,13,48,34.01564,-116.91596,0
synthetic negative random 2305,2020,9,8,17,43,35.60979,-119.43405,0
synthetic negative random 2306,2021,2,8,2,31,35.94847,-117.28573,0
synthetic negative random 2307,2018,5,14,5,41,37.08122,-121.09723,0
synthetic negative random 2308,2016,1,25,21,0,35.38276,-119.29966,0
synthetic negative random 2309,2019,2,18,17,28,35.00204,-120.57114,0
synthetic negative random 2310,2015,1,15,11,36,37.95465,-120.93746,0
synthetic negative random 2311,2021,12,22,21,41,39.66141,-120.22411,0
synthetic negative random 2312,2023,6,22,16,11,37.67226,-118.82106,0
synthetic negative random 2313,2017,1,1,18,22,35.22212,-116.14826,0
synthetic negative random 2314,2016,9,29,17,41,37.84565,-120.91215,0
synthetic negative random 2315,2019,8,2,19,28,41.6487,-121.45222,0
synthetic negative random 2316,2020,6,20,21,36,41.86818,-121.65911,0
synthetic negative random 2317,2015,4,27,16,34,36.80234,-118.01671,0
synthetic negative random 2318,2021,2,28,11,33,37.37892,-120.87989,0
synthetic negative random 2319,2022,7,14,21,12,33.30151,-117.16353,0
synthetic negative random 2320,2023,9,6,19,15,35.14046,-115.6837,0
synthetic negative random 2321,2022,7,2,15,55,38.76978,-120.46916,0
synthetic negative random 2322,2017,11,6,6,36,39.96768,-123.02184,0
synthetic negative random 2323,2020,4,18,3,13,35.72601,-120.68701,0
synthetic negative random 2324,2015,7,9,14,19,33.03651,-115.01163,0
synthetic negative random 2325,2015,4,21,20,16,34.60662,-119.84766,0
synthetic negative random 2326,2020,12,7,10,56,39.42912,-120.6727,0
synthetic negative random 2327,2019,9,29,5,48,37.41265,-121.40857,0
synthetic negative random 2328,2019,7,1,19,46,36.78595,-119.80165,0
synthetic negative random 2329,2016,3,6,3,45,36.99651,-117.57702,0
synthetic negative random 2330,2023,2,23,0,57,34.89595,-117.1229,0
synthetic negative random 2331,2023,8,9,10,38,33.9899,-118.21231,0
synthetic negative random 2332,2017,5,30,22,20,38.8152,-121.84357,0
synthetic negative random 2333,2015,2,15,16,36,36.52306,-118.21757,0
synthetic negative random 2334,2022,7,18,14,42,37.35707,-118.9315,0
synthetic negative random 2335,2022,6,6,9,32,39.28763,-121.36316,0
synthetic negative random 2336,2016,4,6,21,36,38.19904,-120.96142,0
synthetic negative random 2337,2017,5,1,11,5,34.30084,-115.72455,0
synthetic negative random 2338,2022,5,15,23,2,40.02296,-121.53045,0
synthetic negative random 2339,2022,7,18,15,34,38.32868,-121.79046,0
synthetic negative random 2340,2019,8,16,9,59,34.14605,-117.17674,0
synthetic negative random 2341,2016,7,10,13,41,37.53525,-119.75786,0
synthetic negative random 2342,2016,7,22,20,57,38.8018,-120.24219,0
synthetic negative random 2343,2022,7,15,14,17,38.14623,-122.87657,0
synthetic negative random 2344,2018,9,2,14,23,33.83328,-116.94484,0
synthetic negative random 2345,2018,2,15,15,59,40.54792,-120.11418,0
synthetic negative random 2346,2016,8,26,2,50,34.3973,-116.57163,0
synthetic negative random 2347,2019,4,15,2,28,39.88585,-120.0121,0
synthetic negative random 2348,2019,7,24,12,44,35.67271,-118.27215,0
synthetic negative random 2349,2022,7,21,20,11,36.40888,-118.67061,0
synthetic negative random 2350,2020,4,30,22,14,40.69831,-122.10186,0
synthetic negative random 2351,2022,6,4,20,37,37.34409,-120.74936,0
synthetic negative random 2352,2023,8,17,2,50,33.51477,-114.89185,0
synthetic negative random 2353,2017,3,12,20,44,33.66553,-117.48365,0
synthetic negative random 2354,2017,9,5,23,30,39.28217,-122.55036,0
synthetic negative random 2355,2018,11,22,6,5,34.89046,-119.83323,0
synthetic negative random 2356,2020,6,19,10,25,35.17773,-115.56911,0
synthetic negative random 2357,2022,12,7,20,41,39.39679,-121.86359,0
synthetic negative random 2358,2021,11,17,19,50,41.25234,-121.96653,0
synthetic negative random 2359,2017,3,19,17,55,37.74018,-122.41495,0
synthetic negative random 2360,2020,4,27,12,51,33.33848,-117.15694,0
synthetic negative random 2361,2022,12,27,16,7,40.50192,-121.80402,0
synthetic negative random 2362,2015,10,6,18,16,41.32261,-120.17434,0
synthetic negative random 2363,2016,2,18,7,49,34.66623,-115.52572,0
synthetic negative random 2364,2023,1,26,5,40,41.84079,-122.26052,0
synthetic negative random 2365,2015,4,23,4,27,36.04109,-118.66359,0
synthetic negative random 2366,2019,4,10,23,23,40.46419,-122.32063,0
synthetic negative random 2367,2015,12,19,19,54,40.10534,-120.45843,0
synthetic negative random 2368,2020,3,20,1,34,37.39037,-122.04822,0
synthetic negative random 2369,2022,12,1,21,46,35.08592,-119.53994,0
synthetic negative random 2370,2015,10,9,15,41,39.42833,-123.236,0
synthetic negative random 2371,2017,6,24,21,25,37.35862,-120.38029,0
synthetic negative random 2372,2016,2,8,16,51,34.36322,-117.76688,0
synthetic negative random 2373,2023,8,6,13,4,35.78634,-116.93866,0
synthetic negative random 2374,2017,2,20,18,1,38.13005,-121.37538,0
synthetic negative random 2375,2015,6,20,15,18,37.04443,-121.18021,0
synthetic negative random 2376,2020,5,18,9,37,39.39204,-122.28249,0
synthetic negative random 2377,2023,6,8,1,10,39.46024,-122.29783,0
synthetic negative random 2378,2015,6,30,0,48,34.12279,-116.36066,0
synthetic negative random 2379,2016,9,7,16,14,36.97446,-118.62576,0
synthetic negative random 2380,2021,12,27,13,38,38.78446,-123.37138,0
synthetic negative random 2381,2019,12,21,5,3,35.71327,-117.82201,0
synthetic negative random 2382,2017,5,1,12,45,38.30848,-120.5286,0
synthetic negative random 2383,2016,10,11,19,38,38.3885,-120.7589,0
synthetic negative random 2384,2018,3,25,1,20,34.18137,-118.09695,0
synthetic negative random 2385,2016,7,17,6,18,37.07976,-118.01322,0
synthetic negative random 2386,2018,8,20,2,34,38.86829,-120.42487,0
synthetic negative random 2387,2023,3,3,14,41,39.54458,-122.62998,0
synthetic negative random 2388,2019,5,31,14,57,35.39064,-115.8571,0
synthetic negative random 2389,2023,4,8,19,19,39.37876,-122.58076,0
synthetic negative random 2390,2019,12,31,6,59,41.22801,-123.22769,0
synthetic negative random 2391,2022,2,2,1,45,35.17361,-120.39479,0
synthetic negative random 2392,2022,8,1,4,21,35.43743,-117.67792,0
synthetic negative random 2393,2023,7,7,11,6,40.07936,-121.07191,0
synthetic negative random 2394,2019,5,29,17,44,38.88206,-123.48569,0
synthetic negative random 2395,2018,2,4,4,24,35.47802,-120.68742,0
synthetic negative random 2396,2016,6,2,13,43,37.54575,-120.75694,0
synthetic negative random 2397,2016,2,14,1,9,40.57778,-121.03681,0
synthetic negative random 2398,2019,1,14,23,41,34.88439,-117.86855,0
synthetic negative random 2399,2017,8,3,19,11,38.12141,-120.22292,0
synthetic negative random 2400,2019,6,20,11,10,34.23514,-118.8366,0
synthetic negative random 2401,2019,4,12,3,54,40.71742,-124.13868,0
synthetic negative random 2402,2017,5,16,2,10,37.8628,-120.89979,0
synthetic negative random 2403,2020,12,10,10,9,35.73369,-119.96494,0
synthetic negative random 2404,2015,5,18,1,41,40.33771,-121.80235,0
synthetic negative random 2405,2017,7,16,11,47,34.95108,-119.6279,0
synthetic negative random 2406,2020,2,6,22,42,39.23403,-122.59958,0
synthetic negative random 2407,2017,5,2,23,38,32.64399,-116.13159,0
synthetic negative random 2408,2020,3,22,11,46,35.07728,-117.5527,0
synthetic negative random 2409,2017,6,2,21,53,40.64761,-121.68269,0
synthetic negative random 2410,2015,8,11,16,4,37.02281,-117.74604,0
synthetic negative random 2411,2023,5,4,18,2,37.67491,-118.60126,0
synthetic negative random 2412,2017,6,8,2,4,36.43167,-118.17561,0
synthetic negative random 2413,2021,6,24,15,5,35.60659,-121.08442,0
synthetic negative random 2414,2019,8,18,19,11,38.79396,-121.17058,0
synthetic negative random 2415,2018,3,25,13,49,40.5423,-124.01583,0
synthetic negative random 2416,2019,5,9,5,14,37.2323,-121.6486,0
synthetic negative random 2417,2021,7,4,1,57,33.46966,-117.61384,0
synthetic negative random 2418,2020,9,19,18,39,34.61134,-117.33273,0
synthetic negative random 2419,2015,5,17,19,51,40.25305,-124.21713,0
synthetic negative random 2420,2017,6,8,11,45,37.77068,-121.97148,0
synthetic negative random 2421,2016,10,2,21,19,38.40975,-121.00868,0
synthetic negative random 2422,2019,7,19,4,58,34.70168,-115.16463,0
synthetic negative random 2423,2021,1,15,11,52,33.58314,-116.20029,0
synthetic negative random 2424,2015,8,14,12,36,39.34834,-121.81295,0
synthetic negative random 2425,2020,4,29,6,4,41.24662,-123.56559,0
synthetic negative random 2426,2019,3,23,11,6,40.16374,-123.88284,0
synthetic negative random 2427,2016,12,22,10,48,33.84588,-116.6345,0
synthetic negative random 2428,2018,2,11,22,25,36.13403,-120.59013,0
synthetic negative random 2429,2017,3,31,21,40,36.78576,-117.49485,0
synthetic negative random 2430,2016,4,28,1,42,41.69034,-122.41922,0
synthetic negative random 2431,2022,6,2,20,10,36.4778,-121.18506,0
synthetic negative random 2432,2015,5,13,4,58,34.64842,-116.44429,0
synthetic negative random 2433,2021,7,7,13,53,39.17525,-122.88129,0
synthetic negative random 2434,2019,1,15,22,47,35.42884,-118.83558,0
synthetic negative random 2435,2018,5,29,8,37,39.24634,-122.02283,0
synthetic negative random 2436,2018,9,21,8,49,34.7477,-116.62992,0
synthetic negative random 2437,2017,6,8,12,13,36.53717,-116.89315,0
synthetic negative random 2438,2015,10,8,13,11,40.74437,-122.45704,0
synthetic negative random 2439,2020,4,14,10,55,41.41471,-120.65541,0
synthetic negative random 2440,2015,12,15,12,53,41.48356,-120.39084,0
synthetic negative random 2441,2020,1,9,6,27,41.9143,-120.01639,0
synthetic negative random 2442,2016,4,11,23,27,38.96774,-121.70035,0
synthetic negative random 2443,2016,2,29,3,43,35.59735,-116.07591,0
synthetic negative random 2444,2021,2,21,8,15,33.77916,-117.78438,0
synthetic negative random 2445,2021,12,1,1,12,40.55509,-124.11661,0
synthetic negative random 2446,2016,12,5,22,48,40.27058,-122.82018,0
synthetic negative random 2447,2016,3,2,2,1,34.27358,-117.03706,0
synthetic negative random 2448,2021,4,1,19,56,41.9089,-123.10399,0
synthetic negative random 2449,2017,7,26,19,4,34.03456,-115.91901,0
synthetic negative random 2450,2019,5,15,9,26,39.34388,-123.48285,0
synthetic negative random 2451,2016,7,24,6,59,40.01223,-123.2825,0
synthetic negative random 2452,2017,2,20,18,56,37.25107,-119.71513,0
synthetic negative random 2453,2016,1,2,20,39,38.26343,-120.03834,0
synthetic negative random 2454,2016,12,28,17,25,40.79175,-120.04357,0
synthetic negative random 2455,2019,1,10,6,6,34.31848,-118.78954,0
synthetic negative random 2456,2019,4,1,19,37,34.33371,-116.9896,0
synthetic negative random 2457,2021,8,25,20,16,40.61078,-120.10462,0
synthetic negative random 2458,2017,3,29,0,11,40.03361,-121.78088,0
synthetic negative random 2459,2015,11,22,5,15,32.7957,-114.7928,0
synthetic negative random 2460,2018,11,16,1,36,35.86634,-119.65419,0
synthetic negative random 2461,2022,11,11,7,39,39.99204,-121.7535,0
synthetic negative random 2462,2015,5,24,6,41,36.83388,-120.45431,0
synthetic negative random 2463,2017,1,18,19,9,33.61162,-117.0336,0
synthetic negative random 2464,2016,3,9,20,19,34.72205,-114.55699,0
synthetic negative random 2465,2019,6,5,14,50,38.32513,-119.95552,0
synthetic negative random 2466,2022,6,13,5,11,35.10128,-118.11705,0
synthetic negative random 2467,2018,1,12,12,50,39.39095,-122.4451,0
synthetic negative random 2468,2015,2,12,14,13,38.02163,-120.2262,0
synthetic negative random 2469,2022,11,24,12,44,32.96895,-115.93121,0
synthetic negative random 2470,2017,4,22,11,59,38.04532,-120.86871,0
synthetic negative random 2471,2020,9,11,11,7,41.60759,-121.46189,0
synthetic negative random 2472,2020,5,15,2,16,41.6428,-121.15083,0
synthetic negative random 2473,2019,10,7,13,21,35.87017,-116.64685,0
synthetic negative random 2474,2023,6,20,12,55,38.63269,-120.38166,0
synthetic negative random 2475,2021,9,26,14,29,38.67351,-122.72922,0
synthetic negative random 2476,2023,4,22,21,50,34.74532,-118.04442,0
synthetic negative random 2477,2017,6,2,3,19,40.52241,-120.1713,0
synthetic negative random 2478,2022,3,24,7,0,34.2813,-115.98568,0
synthetic negative random 2479,2016,11,30,2,8,34.45188,-118.49489,0
synthetic negative random 2480,2018,5,21,22,11,36.27377,-119.38864,0
synthetic negative random 2481,2021,12,13,20,25,39.77856,-121.54032,0
synthetic negative random 2482,2017,1,14,1,6,40.05127,-120.88752,0
synthetic negative random 2483,2018,6,18,0,37,40.98303,-121.74257,0
synthetic negative random 2484,2015,12,11,12,27,37.54901,-121.81182,0
synthetic negative random 2485,2019,11,29,12,19,34.17351,-116.50047,0
synthetic negative random 2486,2017,7,22,9,28,34.33083,-118.85643,0
synthetic negative random 2487,2020,12,29,11,51,35.75502,-119.92102,0
synthetic negative random 2488,2020,7,30,7,58,41.34904,-120.1323,0
synthetic negative random 2489,2022,1,7,21,57,36.35165,-119.59946,0
synthetic negative random 2490,2023,3,20,23,34,39.78819,-123.27749,0
synthetic negative random 2491,2016,4,23,0,8,33.75575,-117.58212,0
synthetic negative random 2492,2021,4,28,9,57,41.28468,-122.30472,0
synthetic negative random 2493,2018,12,12,18,30,40.73775,-120.40494,0
synthetic negative random 2494,2015,5,7,6,3,34.07859,-115.23048,0
synthetic negative random 2495,2017,4,16,20,28,36.18707,-120.90683,0
synthetic negative random 2496,2019,4,17,16,1,40.79285,-122.64251,0
synthetic negative random 2497,2019,12,1,0,36,36.12766,-121.12813,0
synthetic negative random 2498,2019,6,8,21,50,36.83932,-118.34526,0
synthetic negative random 2499,2019,6,30,11,41,39.3993,-123.33408,0
synthetic negative random 2500,2018,6,2,8,59,37.38948,-118.82744,0
synthetic negative random 2501,2018,11,19,19,11,36.19805,-120.90184,0
synthetic negative random 2502,2021,5,28,20,4,41.5554,-122.08914,0
synthetic negative random 2503,2015,12,14,14,42,37.35534,-118.64257,0
synthetic negative random 2504,2022,12,17,2,14,33.66611,-115.41065,0
synthetic negative random 2505,2023,2,3,19,31,35.21308,-115.66991,0
synthetic negative random 2506,2022,9,14,15,26,41.20408,-121.84919,0
synthetic negative random 2507,2016,2,9,5,23,35.18807,-118.5453,0
synthetic negative random 2508,2020,9,30,7,44,35.61461,-119.34199,0
synthetic negative random 2509,2022,5,22,9,21,39.32971,-122.43439,0
synthetic negative random 2510,2019,1,16,23,24,36.84908,-118.65072,0
synthetic negative random 2511,2016,12,31,4,59,40.89777,-123.08915,0
synthetic negative random 2512,2023,2,2,21,46,37.41734,-120.46945,0
synthetic negative random 2513,2023,8,23,14,42,34.82841,-114.95994,0
synthetic negative random 2514,2017,4,11,18,52,32.90437,-115.31941,0
synthetic negative random 2515,2021,5,30,22,3,39.83782,-122.41424,0
synthetic negative random 2516,2019,1,23,15,37,35.11879,-115.67941,0
synthetic negative random 2517,2016,3,20,0,22,39.99068,-123.01538,0
synthetic negative random 2518,2020,6,14,0,24,41.55243,-121.45709,0
synthetic negative random 2519,2016,5,10,8,14,35.28146,-119.14367,0
synthetic negative random 2520,2017,12,15,4,9,33.89159,-117.87673,0
synthetic negative random 2521,2019,5,29,0,17,39.55441,-121.05884,0
synthetic negative random 2522,2021,12,30,14,15,41.69754,-123.91469,0
synthetic negative random 2523,2021,4,26,22,6,39.89831,-120.74688,0
synthetic negative random 2524,2019,1,5,1,26,41.01052,-122.48112,0
synthetic negative random 2525,2018,5,27,20,21,35.93669,-116.99031,0
synthetic negative random 2526,2022,7,2,5,15,38.49529,-120.4762,0
synthetic negative random 2527,2018,1,24,17,28,37.7144,-121.92569,0
synthetic negative random 2528,2022,4,18,19,42,32.67,-116.01741,0
synthetic negative random 2529,2020,1,8,17,58,38.61213,-120.64508,0
synthetic negative random 2530,2016,2,6,16,50,37.20802,-119.61069,0
synthetic negative random 2531,2022,3,30,23,54,36.18075,-119.26295,0
synthetic negative random 2532,2019,7,11,2,36,39.85367,-120.80447,0
synthetic negative random 2533,2020,8,12,5,29,41.83959,-120.69716,0
synthetic negative random 2534,2019,11,26,12,39,37.5827,-122.31498,0
synthetic negative random 2535,2018,6,16,19,18,34.66892,-118.84995,0
synthetic negative random 2536,2020,9,6,16,16,39.87298,-123.5895,0
synthetic negative random 2537,2021,12,25,18,11,39.87001,-122.54547,0
synthetic negative random 2538,2019,3,15,21,51,35.85013,-116.03254,0
synthetic negative random 2539,2019,10,1,19,56,36.24936,-116.69547,0
synthetic negative random 2540,2019,2,5,17,3,36.99006,-119.81064,0
synthetic negative random 2541,2019,9,16,5,38,38.58101,-121.30583,0
synthetic negative random 2542,2015,12,7,11,7,34.28967,-115.04771,0
synthetic negative random 2543,2022,6,7,22,32,37.88478,-120.89118,0
synthetic negative random 2544,2016,5,22,19,58,33.44513,-115.91025,0
synthetic negative random 2545,2019,10,15,7,43,36.56507,-120.87251,0
synthetic negative random 2546,2021,5,30,21,28,36.38554,-118.61703,0
synthetic negative random 2547,2016,3,31,7,22,34.01721,-117.12489,0
synthetic negative random 2548,2017,1,18,20,57,36.65077,-117.16695,0
synthetic negative random 2549,2020,4,24,12,29,35.80526,-120.7918,0
synthetic negative random 2550,2021,1,5,14,16,39.85431,-122.35166,0
synthetic negative random 2551,2016,5,27,21,7,33.58363,-117.07314,0
synthetic negative random 2552,2018,11,2,22,39,34.87491,-116.93734,0
synthetic negative random 2553,2022,8,2,8,40,41.15709,-122.04152,0
synthetic negative random 2554,2018,11,17,16,8,35.84442,-117.79862,0
synthetic negative random 2555,2020,10,9,15,48,33.50095,-117.30709,0
synthetic negative random 2556,2023,4,28,12,38,40.55703,-120.47732,0
synthetic negative random 2557,2022,10,12,10,43,34.23466,-115.49643,0
synthetic negative random 2558,2021,7,3,12,26,40.28289,-124.25007,0
synthetic negative random 2559,2018,2,14,20,59,35.77132,-115.89359,0
synthetic negative random 2560,2017,8,17,22,56,38.37906,-122.12904,0
synthetic negative random 2561,2021,3,3,16,9,34.25445,-119.16411,0
synthetic negative random 2562,2017,7,2,19,12,41.72206,-120.48378,0
synthetic negative random 2563,2019,9,16,23,39,34.72646,-119.24499,0
synthetic negative random 2564,2016,5,25,10,33,36.98714,-121.56488,0
synthetic negative random 2565,2016,6,19,21,47,34.34532,-114.70585,0
synthetic negative random 2566,2016,4,27,0,18,34.88298,-116.33017,0
synthetic negative random 2567,2021,10,27,10,19,36.49561,-120.80122,0
synthetic negative random 2568,2016,5,28,6,29,34.41396,-114.29534,0
synthetic negative random 2569,2022,7,17,16,44,35.3199,-117.42676,0
synthetic negative random 2570,2016,10,4,2,51,41.47863,-121.83528,0
synthetic negative random 2571,2021,10,4,17,28,36.30814,-117.22138,0
synthetic negative random 2572,2016,1,4,4,48,36.12353,-118.6649,0
synthetic negative random 2573,2017,11,28,12,25,36.91305,-120.31692,0
synthetic negative random 2574,2015,11,27,21,1,35.84993,-121.15233,0
synthetic negative random 2575,2023,4,14,16,25,37.66297,-122.08422,0
synthetic negative random 2576,2015,1,20,16,10,36.33616,-118.74865,0
synthetic negative random 2577,2020,5,23,1,8,35.53054,-118.71409,0
synthetic negative random 2578,2015,11,2,4,1,39.00493,-121.27908,0
synthetic negative random 2579,2022,2,21,23,38,35.72907,-120.29384,0
synthetic negative random 2580,2016,3,31,22,38,36.67121,-117.92982,0
synthetic negative random 2581,2016,7,13,20,29,41.69083,-122.60199,0
synthetic negative random 2582,2015,10,11,5,51,38.55206,-121.91906,0
synthetic negative random 2583,2016,2,2,11,48,35.10056,-116.68979,0
synthetic negative random 2584,2016,7,9,0,47,35.68916,-119.3788,0
synthetic negative random 2585,2016,7,20,0,59,40.69929,-122.04737,0
synthetic negative random 2586,2021,8,17,11,5,41.02386,-122.34121,0
synthetic negative random 2587,2019,10,23,14,31,38.538,-120.34717,0
synthetic negative random 2588,2020,5,17,7,52,38.26363,-119.71078,0
synthetic negative random 2589,2018,3,13,16,29,38.07596,-122.48623,0
synthetic negative random 2590,2023,4,25,14,56,41.04713,-121.97411,0
synthetic negative random 2591,2016,8,21,5,53,37.90122,-118.95795,0
synthetic negative random 2592,2022,2,6,9,3,41.11831,-123.28252,0
synthetic negative random 2593,2019,6,27,19,20,41.4606,-123.05231,0
synthetic negative random 2594,2019,6,26,4,57,36.08966,-116.9828,0
synthetic negative random 2595,2021,1,9,8,26,35.99395,-118.89005,0
synthetic negative random 2596,2021,2,11,10,11,34.92142,-119.85314,0
synthetic negative random 2597,2018,3,29,16,16,36.42426,-121.58209,0
synthetic negative random 2598,2022,9,25,10,42,33.23338,-116.20422,0
synthetic negative random 2599,2021,7,6,18,29,41.65781,-121.68935,0
synthetic negative random 2600,2021,9,20,15,48,35.49097,-118.28742,0
synthetic negative random 2601,2021,4,13,3,14,38.18069,-120.04895,0
synthetic negative random 2602,2020,12,4,13,54,35.31199,-117.11383,0
synthetic negative random 2603,2015,8,12,6,7,37.46863,-121.90305,0
synthetic negative random 2604,2015,12,19,3,33,38.84552,-120.99006,0
synthetic negative random 2605,2015,4,26,17,59,34.62352,-115.2276,0
synthetic negative random 2606,2021,6,29,11,2,40.73327,-123.69162,0
synthetic negative random 2607,2018,11,16,3,30,37.85891,-119.87999,0
synthetic negative random 2608,2020,4,18,22,54,38.60015,-123.29761,0
synthetic negative random 2609,2016,9,6,10,24,34.99267,-120.13645,0
synthetic negative random 2610,2016,12,18,9,7,40.39474,-122.22112,0
synthetic negative random 2611,2019,2,15,12,6,32.68592,-116.32191,0
synthetic negative random 2612,2023,7,29,7,26,36.72135,-117.84009,0
synthetic negative random 2613,2018,6,13,16,34,40.28307,-122.44648,0
synthetic negative random 2614,2015,8,12,9,15,37.371,-117.76188,0
synthetic negative random 2615,2019,6,20,12,49,37.15524,-119.26522,0
synthetic negative random 2616,2020,6,6,16,17,40.30224,-121.5269,0
synthetic negative random 2617,2020,1,4,5,50,35.79957,-118.65095,0
synthetic negative random 2618,2020,8,20,23,19,36.20175,-117.94576,0
synthetic negative random 2619,2015,5,23,3,42,34.19851,-117.10047,0
synthetic negative random 2620,2016,9,23,12,41,37.47841,-121.16648,0
synthetic negative random 2621,2019,12,2,9,5,38.66185,-122.23195,0
synthetic negative random 2622,2016,1,5,19,48,39.44805,-121.75087,0
synthetic negative random 2623,2016,3,22,16,6,41.2128,-121.44033,0
synthetic negative random 2624,2018,8,16,1,30,32.62941,-117.08675,0
synthetic negative random 2625,2021,1,19,11,48,33.18954,-116.11299,0
synthetic negative random 2626,2017,4,22,22,30,36.11174,-117.57424,0
synthetic negative random 2627,2019,4,24,15,50,40.39996,-122.06033,0
synthetic negative random 2628,2021,4,30,11,59,37.07022,-120.66347,0
synthetic negative random 2629,2015,9,8,0,11,38.05041,-120.71263,0
synthetic negative random 2630,2018,2,23,13,14,40.72334,-120.17998,0
synthetic negative random 2631,2019,7,27,22,46,35.0596,-115.8172,0
synthetic negative random 2632,2015,8,5,5,58,39.85977,-123.64433,0
