incident_name,incident_created_year,incident_created_month,incident_created_day,incident_created_hour,incident_created_minute,incident_acres_burned,incident_longitude,incident_latitude,incident_extinguished_year,incident_extinguished_month,incident_extinguished_day,incident_extinguished_hour,incident_extinguished_minute
Rabbit Fire,2020,07,30,14,40,104,-117.034461,33.934137,2020,07,31,09,03
Dam Fire,2020,07,30,15,23,220,-117.889503,34.17363,2020,08,14,14,26
Sheep Fire,2020,07,30,16,14,233,-118.7933,35.14357,2020,07,31,08,56
Apple Fire,2020,07,31,18,08,33424,-116.9617,33.99139,,,,,
Cowhead Fire,2020,07,31,20,06,,-120.17183,41.52261,,,,,
Stump Fire,2020,08,01,16,39,684,-121.6415,40.34659,2020,09,14,14,25
Castaic Fire,2020,08,01,18,04,178,-118.59699,34.51853,2020,09,14,14,25
Pond Fire,2020,08,01,18,44,2005,-120.47346,35.43128,2020,08,09,19,17
Sophia Fire,2020,08,02,09,12,36,-121.103299,38.686478,2020,08,02,09,11
Water Fire,2020,08,02,15,11,52,-116.641846,33.924086,2020,08,04,15,12
North Fire,2020,08,02,16,51,6882,-120.44811,40.36764,2020,08,10,11,27
Sites Fire ,2020,08,02,17,13,560,-122.48525,39.31313,2020,08,05,07,16
Post Fire,2020,08,02,20,49,120,-118.21608,34.04447,2020,08,04,14,34
Beale Fire,2020,08,02,22,24,600,-121.38178,39.11307,2020,08,03,07,22
Elsmere Fire,2020,08,03,15,45,200,-118.49731,34.3428,2020,08,06,13,32
Stagecoach Fire,2020,08,03,17,33,7760,-118.53361,35.43044,2020,08,18,17,50
166 Fire,2020,08,03,20,27,,-119.5795,34.93442,,,,,
Trimmer Fire,2020,08,04,09,44,594,-119.2439,36.90933,2020,08,20,14,23
Pass Fire,2020,08,04,17,18,322,-120.40457,35.61521,2020,08,05,07,19
Fort Fire,2020,08,06,08,24,277,-118.92967,34.93929,2020,08,07,07,18
Texas Fire,2020,08,06,15,37,210,-118.46115,-118.46115,2020,09,14,14,22
Mina Fire,2020,08,10,18,31,177,-123.262437,39.82454,2020,08,12,19,15
Duluth Fire,2020,08,10,18,58,65,-121.318472,38.81111,2020,08,11,14,25
R-1 Fire,2020,08,11,07,37,285,-120.549595,40.590714,2020,08,12,16,46
Soda Fire,2020,08,12,11,43,424,-119.444977,34.962524,2020,08,12,16,22
Lake Fire,2020,08,12,17,13,31089,-118.452,34.679,2020,09,28,06,59
Carrizo Fire,2020,08,12,19,12,183,-119.987565,35.308259,2020,08,12,11,44
Ranch 2 Fire,2020,08,13,14,49,4237,-117.910498,34.160265,2020,10,05,14,17
Meiss Fire,2020,08,13,17,01,512,-121.172572,38.474502,2020,08,14,07,16
Feather Fire,2020,08,13,19,03,,-120.889438,39.716713,,,,,
Clark Fire,2020,08,14,17,55,110,-121.633994,39.647686,2020,08,14,19,23
Loyalton Fire,2020,08,14,18,52,47029,-120.143473,39.702438,2020,08,26,06,54
Whale Fire,2020,08,15,13,21,320,-120.856731,35.472114,2020,08,19,14,50
Hills Fire,2020,08,15,17,00,2121,-120.427342,36.09876,,,,,
3-2 Fire,2020,08,16,07,56,20,-120.801074,35.519723,2020,08,17,19,23
CZU Lightning Complex (Including Warnella Fire) ,2020,08,16,08,00,86509,-122.22275,37.17162,2020,09,22,19,53
SCU Lightning Complex,2020,08,16,09,25,396624,-121.30435,37.439437,2020,10,01,10,29
Elk Fire,2020,08,16,10,14,727,-122.427358,39.52452,2020,08,17,21,01
River Fire,2020,08,16,14,56,48088,-121.62161,36.60239,,,,,
August Complex (includes Doe Fire),2020,08,16,20,37,1032648,-122.673,39.776,2020,11,11,10,21
Jones Fire,2020,08,17,08,00,705,-121.100352,39.29241,2020,08,28,16,19
LNU Lightning Complex,2020,08,17,08,00,363220,-122.14864,38.48193,2020,10,02,10,38
Butte/Tehama/Glenn Lightning Complex (Tehama/Glenn Zone) ,2020,08,17,09,12,19609,-122.4393,40.09571,2020,10,09,15,20
Beach Fire ,2020,08,17,12,31,,-119.010655,37.919382,2020,08,28,20,22
4-8 Fire,2020,08,17,14,16,275,-122.5012461,39.555943,2020,08,19,21,08
Holser Fire,2020,08,17,17,08,3000,-118.758965,34.438759,,,,,
Murphy Fire,2020,08,17,20,06,14,-120.876546,38.840068,2020,08,19,18,50
Bell Fire,2020,08,18,10,21,,-119.869,38.183,,,,,
Carmel Fire,2020,08,18,14,24,6901,-121.68181,36.4463,,,,,
Woodward Fire,2020,08,18,14,27,4929,-122.836701,38.018089,2020,10,02,07,21
3-19 Fire,2020,08,18,15,27,62,-123.013667,39.276,2020,08,21,08,08
Salt Fire,2020,08,18,16,33,1783,-120.763258,38.027921,,,,,
Creek Fire,2020,08,18,17,58,820,-123.2111007,39.8174372,2020,08,21,21,00
Flint Fire,2020,08,19,16,44,55,-120.85258,38.03106,2020,08,19,20,16
Moc Fire,2020,08,20,14,26,2857,-120.312565,37.813779,2020,08,30,19,14
Volcano Fire,2020,08,20,16,18,45,-117.328234,33.454896,2020,08,22,21,17
Coyote Fire,2020,08,21,14,36,143,-121.68465,37.18725,2020,08,26,17,00
Sheep Fire ,2020,08,22,22,02,29570,-120.757,40.274,2020,09,09,09,00
W-5 Cold Springs,2020,08,23,08,24,,-120.281389,41.028611,2020,09,16,11,18
Placer Fire,2020,08,25,16,29,53,-120.1243296,35.4335197,,,,,
R-8 Pinecone Fire ,2020,08,26,08,03,567,-120.536,40.773,2020,08,31,14,19
Perry Fire,2020,08,26,13,37,9,-121.10411,38.8825,,,,,
Johnson Fire ,2020,08,28,16,21,290,-118.36411,34.65979,2020,08,30,19,27
Hensley Fire ,2020,08,30,11,11,400,-119.88673,37.08053,2020,08,30,19,11
Hobo Fire ,2020,09,01,09,37,,-123.12461,40.82126,2020,09,10,11,23
Slink Fire,2020,09,01,12,38,,-119.568,38.568,,,,,
Catholic Fire,2020,09,01,17,34,13,-122.637037,39.012743,2020,09,02,07,18
Creek Fire,2020,09,04,18,21,379895,-119.261175,37.19147,,,,,
El Dorado Fire,2020,09,05,12,51,22744,-116.98669,34.08056,2020,11,16,08,00
Valley Fire,2020,09,05,16,02,16390,-116.692705,32.765615,2020,09,24,15,30
Oak Fire,2020,09,07,13,26,1100,-123.3965,39.4935,2020,09,14,19,38
Fork Fire,2020,09,08,13,03,,-120.394,38.99,2020,11,09,17,48
Sperry Fire,2020,09,08,22,27,45,-121.18018,37.46377,2020,09,09,07,27
Willow Fire,2020,09,09,08,04,1311,-121.32361,39.3637,2020,09,14,17,35
Schoolhouse Fire,2020,09,09,15,59,45,-122.84057,41.68229,2020,09,17,19,56
Shackleford Fire,2020,09,11,10,05,50,-123.021635,41.575549,2020,09,21,19,57
Bullfrog Fire,2020,09,12,13,57,1185,-119.027309,37.135474,2020,11,09,14,06
Fox Fire,2020,09,16,11,08,2188,-122.847359,41.211022,2020,09,30,08,31
San Antonio Fire ,2020,09,16,16,00,111,-120.491594,34.773809,2020,09,18,08,00
Snow Fire ,2020,09,17,16,11,6254,-116.68386,33.88831,,,,,
Glass Fire,2020,09,27,08,48,67484,-122.49745,38.56295,2020,10,20,11,00
Zogg Fire,2020,09,27,16,03,56338,-122.56656,40.53927,2020,10,13,17,02
Martindale Fire ,2020,09,28,17,08,230,-118.4,34.563,2020,09,30,08,36
Candy Fire,2020,09,29,13,32,454,-117.374419,33.764357,2020,09,30,19,12
Copper Fire ,2020,09,30,13,09,48,-121.003602,38.49375,2020,10,03,07,08
Pony Fire,2020,10,03,15,38,20,-121.039236,38.464074,2020,10,04,07,22
Lambert Fire,2020,10,04,12,46,21,-121.006635,38.424016,2020,10,06,19,04
Fields Fire ,2020,10,07,06,06,56,-121.450982,39.181047,2020,10,07,08,34
Irvine Fire,2020,10,11,18,04,30,-122.104314,37.821737,2020,10,12,00,00
Diamond Fire,2020,10,13,14,31,21,-120.64541,37.98337,2020,10,15,09,00
Bruder Fire,2020,10,15,05,40,170,-117.138078,34.014728,2020,10,16,13,33
Cameron Fire,2020,10,18,20,42,15,-120.964726,38.659387,2020,10,21,17,16
Ferry Fire,2020,10,22,14,43,6,-121.54475,39.51694,2020,10,22,17,12
Redwood Fire,2020,10,23,13,52,102,-123.88658,40.55823,,,,,
Pope Fire,2020,10,23,17,25,61,-122.37828,38.56184,2020,10,25,19,10
Point Fire (Shasta and Tehama County),2020,10,25,09,56,275,-122.39033,40.38869,,,,,
Dersch Fire,2020,10,25,12,54,133,-122.18102,40.47646,,,,,
Olinda Fire,2020,10,25,14,22,5,-122.342,40.41486,2020,10,25,07,07
Silverado Fire ,2020,10,26,07,54,12466,-117.65719,33.73614,2020,11,07,07,07
Point Fire (Placer County),2020,10,26,08,21,,-120.488892,39.009454,2020,11,09,17,51
Blue Ridge Fire ,2020,10,26,14,32,13964,-117.675067,33.877257,2020,11,07,07,06
Cypress Fire,2020,11,01,17,05,150,-117.51476,34.03343,,,,,
San Dimas Fire,2020,11,06,07,28,131,-117.778561,34.146195,2020,11,07,14,43
257 Fire,2020,11,17,12,47,49,-120.87054,41.4435,2020,11,17,19,05
Airport Fire,2020,12,01,17,27,1087,-117.62109,33.893351,2020,12,12,07,26
Willow Fire,2020,12,02,09,00,,-116.9075,32.75277778,2020,12,03,18,35
Bond Fire,2020,12,02,22,14,6686,-117.674967,33.743842,2020,12,10,18,59
Cerritos Fire,2020,12,03,02,06,200,-117.051463,33.773754,,,,,
Thomas Fire,2020,12,03,13,32,24,-120.374514,41.591948,2020,12,03,17,40
Cornell Fire,2020,12,07,11,44,174,-119.078,34.33622,2020,12,08,11,17
Sanderson Fire,2020,12,13,08,00,1954,-117.03459,33.93244,2020,12,14,17,50
Pitman Fire,2020,12,26,13,48,,-117.31544,34.52927,2020,12,28,10,47
Erbes Fire,2021,01,14,16,00,250,-118.83967,34.20955,2021,01,15,13,45
North Butano Fire,2021,01,18,21,00,15,-122.28823,37.18259,,,,,
China Grade Fire,2021,01,18,21,00,22,-122.1756,37.17749,,,,,
Bonny Doone Complex (Previously Fanning Fire),2021,01,19,06,48,20,-122.10509,37.08931,,,,,
Wolf Fire,2021,01,19,11,47,865,-119.185309,34.99432,2021,01,20,07,12
Manzanita Fire,2021,01,19,12,08,23,-119.51982,37.25086,,,,,
72 Fire,2021,01,19,14,48,43,-116.10723,33.52871,2021,01,20,13,46
Towsley Fire,2021,01,19,15,04,184,-118.5553174,34.3585229,2021,01,22,18,12
Panther Ridge Fire,2021,01,19,15,25,20,-122.13372,37.18381,2021,01,22,18,02
Freedom Fire,2021,01,19,19,13,37,-121.83627,36.98767,2021,01,22,18,09
Grapevine Fire,2021,03,14,18,35,86,-117.5910734433329,35.5819816117628,2021,03,20,09,54
Refuge Fire,2021,03,27,17,02,873,-121.627082,41.927772,2021,03,29,17,21
Line Fire,2021,03,28,14,43,23,-120.131236,37.813464,,,,,
Woodman Fire,2021,04,01,15,56,35,-122.0536419,40.6758842,2021,04,01,21,19
Westwood Fire,2021,04,04,15,52,25,-118.70009500551254,34.30277328465364,2021,04,05,17,24
Paso Fire,2021,04,12,18,44,28,-116.582369,32.958961,2021,04,13,18,00
Turnout Fire,2021,04,18,17,46,200,-123.35838,38.99914,2021,04,24,19,04
River Fire,2021,04,19,20,29,80,-121.5896697,38.9743823,2021,05,01,09,35
Wolves Fire,2021,04,23,00,34,50,-1191414610,34.9471195,,,,,
Luis Fire,2021,04,24,14,50,93,-121.143154,37.0953436,2021,04,24,19,01
North Fire,2021,04,28,23,04,650,-118.616276,34.449686,2021,05,03,09,57
Sky Fire,2021,04,29,12,44,65,-122.51771555326388,38.884371284683461,2021,05,01,17,32
Campo Fire,2021,04,29,23,18,160,-120.856628,38.223179,,,,,
Salmon Fire,2021,05,01,21,02,32,-121.034998,38.773294,,,,,
Southern Fire,2021,05,02,00,56,5366,-116.443391,32.987532,2021,05,06,06,53
Creek Fire,2021,05,04,13,28,32,-116.767011,33.532246,2021,05,04,18,00
Bridge Fire,2021,05,05,23,30,226,-117.044072,33.86972,2021,05,06,06,56
Gunnison Fire,2021,05,08,13,44,550,-121.91936,39.85479,2021,05,08,10,13
Granite Fire,2021,05,08,15,02,118,-120.85258,38.03106,2021,05,08,21,35
Dillard Fire,2021,05,08,17,29,44,-121.45965,38.28328,2021,05,08,20,05
Quail Fire,2021,05,12,20,48,35,-121.361339,39.2510745,2021,05,12,14,53
Pine Fire,2021,05,12,22,46,442,-117.663815,34.454231,2021,05,20,12,23
R-1 Fire,2021,05,14,13,03,29,-120.094517,40.971612,2021,05,15,12,48
Fields Fire,2021,05,14,14,00,97,-120.419624,37.560209,2021,05,15,11,58
Palisades Fire,2021,05,14,21,50,1202,-118.558938,34.079046,2021,05,26,18,00
Davis Fire,2021,05,18,13,30,300,-117.1116,33.8948,2021,05,19,07,44
Settlers Fire,2021,05,19,14,56,45,-121.01365,38.56101,2021,05,21,12,59
Parkside Fire,2021,05,19,15,54,17,-115.917099,33.50994,2021,05,20,19,53
WeeVill Fire,2021,05,20,09,27,300,-118.5044868,34.7591895,2021,05,22,13,35
Bluff Fire,2021,05,21,06,55,25,-123.66003,41.23106,2021,06,06,12,26
Tomki Fire,2021,05,21,15,36,18,-123.23205,39.384319,2021,05,24,18,47
Lake Fire,2021,05,24,13,30,115,-117.471517,33.965596,2021,05,27,07,04
Live Oak Fire,2021,05,27,14,36,197,-120.00392,37.45646,2021,05,31,18,50
Mile Fire,2021,05,27,18,44,508,-120.83915871172879,37.893461968531369,2021,05,28,06,44
Sargents Fire,2021,05,30,15,10,1118,-120.854096,35.932852,,,,,
Slope Fire,2021,05,31,16,24,25,-119.3484121800294,36.862017253092887,,,,,
Smalley Fire,2021,05,31,19,12,45,-119.5166045,37.1619216,2021,06,03,07,24
Scott Fire,2021,06,01,13,06,28,-117.089849,33.631955,2021,06,01,20,14
Coyote Fire,2021,06,02,18,30,43,-116.90145,33.895007,2021,06,04,17,11
Buck Fire,2021,06,06,15,20,50,-119.86047836209606,37.244849440191643,2021,06,08,18,32
Intanko Fire,2021,06,08,13,59,939,-121.333346,39.084872,,,,,
Farm Fire,2021,06,09,13,15,250,-117.41835464122235,34.383247203440405,2021,06,11,17,04
Sierra Fire,2021,06,09,13,53,1000,-117.34832277422022,33.315711565249096,2021,06,11,10,03
Creek Fire,2021,06,09,20,00,34,-122.238889,38.899722,2021,06,10,07,03
Flats Fire,2021,06,13,11,12,341,-116.4518615,33.5812044,2021,06,21,12,28
Goose Fire,2021,06,13,16,01,67,-120.9608439,38.3046414,,,,,
Beale Fire,2021,06,13,19,39,150,-121.3587065,39.1956433,2021,06,14,17,54
Silicon Fire,2021,06,14,11,40,35,-121.76309,37.24042,2021,06,14,18,36
Kathryn Fire,2021,06,15,13,30,15,-116.94956,33.67127,2021,06,15,08,00
Rock Fire,2021,06,15,17,14,108,-122.49164,40.61468,2021,06,20,12,46
Dairy Fire,2021,06,15,18,59,165,-122.16025,40.10806,2021,06,24,08,00
Equestrian Fire,2021,06,16,14,03,10,-121.01273,38.79988,2021,06,16,17,07
Pomo Fire,2021,06,17,16,45,42,-122.916,39.16338,2021,06,17,10,40
Park Fire,2021,06,17,21,37,402,-121.76629,39.77144,2021,06,19,19,24
Antelope Fire,2021,06,18,06,33,11,-119.10788,36.47887,2021,06,20,07,18
Alabama Fire,2021,06,18,08,00,560,-118.20355,36.59717,2021,06,21,07,17
Success Fire,2021,06,18,08,00,800,-118.85799,36.03223,2021,06,22,18,00
Nettle Fire,2021,06,18,10,11,1265,-118.76857,36.03887,2021,07,01,08,58
Willow Fire,2021,06,18,11,49,2877,-121.558858,36.151231,2021,07,11,08,24
Crane Fire,2021,06,18,18,35,48,-118.86258,34.83498,2021,06,20,18,07
Inyo Creek Fire,2021,06,19,06,19,592,-118.1420738,36.6000177,2021,07,09,08,00
Overland Fire,2021,06,19,08,00,515,-116.233056,32.903917,2021,06,24,18,50
Bautista Fire,2021,06,19,13,36,95,-116.707967,33.551747,2021,06,21,20,02
Cow Fire,2021,06,20,16,38,761,-122.12107,40.53297,2021,06,26,18,25
76 Fire,2021,06,20,17,32,20,-116.1147496,33.499081,2021,06,21,09,09
Clevenger Fire,2021,06,20,18,28,53,-116.9543,33.09183,2021,06,21,20,05
Watt Fire,2021,06,21,16,41,42,-121.39247,38.728881,2021,06,21,19,04
Antelope Fire,2021,06,22,11,19,580,-120.729446,41.583949,2021,06,29,08,33
Panoche Fire,2021,06,23,13,38,145,-120.987172,36.63228,2021,06,24,18,42
Pine Fire,2021,06,23,13,42,50,-122.481055,40.475558,,,,,
Mesa Fire,2021,06,23,16,01,350,-117.095858,33.337282,2021,06,27,16,51
4-3 Fire,2021,06,24,18,38,134,-120.497502,41.562302,2021,06,28,12,49
Lava Fire,2021,06,24,20,35,26409,-122.329,41.459,2021,09,03,06,51
Paseo Fire,2021,06,25,14,23,37,-121.584194,37.118582,2021,06,25,23,13
Henry Fire,2021,06,25,19,53,1320,-119.7512546,38.4504695,2021,07,30,09,47
Steins Fire,2021,06,26,13,05,11,-120.876096,38.659971,2021,06,27,15,35
Canyon Fire,2021,06,26,20,47,220,-118.793912,35.442533,2021,06,28,07,08
Shell Fire,2021,06,27,13,07,1984,-118.891,34.919,2021,06,30,18,00
Vulcan Fire,2021,06,27,17,05,140,-119.735,36.932,2021,06,29,15,35
Sky Fire,2021,06,27,17,49,76,-121.406,40.039,2021,07,09,08,02
Peak Fire,2021,06,28,10,52,35,-117.280416,34.20849,2021,07,01,09,14
Lilly Fire,2021,06,28,16,07,35,-122.054254,41.665191,2021,06,29,17,51
Tennant Fire,2021,06,28,16,07,10580,-122.054254,41.665191,2021,07,15,16,13
Stowe Fire,2021,06,28,16,48,122,-117.050236,33.740058,2021,06,29,07,34
Beswick Fire,2021,06,28,18,14,118,-122.374848,41.917209,2021,07,03,17,12
Salt Fire,2021,06,30,14,55,12660,-122.348956,40.860525,2021,07,19,08,46
Blue Fire,2021,06,30,16,22,277,-119.25484409482164,37.028657668133022,2021,07,08,08,05
R-1 Fire,2021,06,30,20,49,,-120.24,40.74,,,,,
Sugar Fire,2021,07,02,16,04,,-120.3415,39.83203,,,,,
Main Fire,2021,07,03,08,00,384,-119.017899,36.10007,2021,07,04,17,39
Ysabel Fire,2021,07,03,11,34,173,-116.677511,33.119448,,,,,
Beckwourth Complex,2021,07,04,09,26,105670,-120.3415,39.83203,2021,09,22,08,37
Tamarack Fire,2021,07,04,11,57,68637,-119.8591887,38.6280042,2021,10,25,22,16
Tumbleweed Fire,2021,07,04,14,49,868,-118.87933,34.808751,2021,07,12,13,22
Fish Fire,2021,07,04,17,46,75,-119.393795,36.802809,2021,07,05,17,15
Juniper Fire,2021,07,05,16,34,1011,-120.638464,41.80728,2021,07,15,16,09
Broiler Fire,2021,07,07,14,30,80,-123.224377,39.253647,2021,07,09,08,20
Basalt Fire,2021,07,09,13,26,92,-121.05758,37.06047,2021,07,09,19,27
Coyote Fire,2021,07,09,16,41,110,-121.77593,41.28523,2021,07,15,11,39
Road Fire,2021,07,10,13,38,86,-116.6253,32.82731,2021,07,17,13,12
Diablo Fire,2021,07,11,09,22,128,-121.667665,37.865193,2021,07,11,16,22
Bear Fire,2021,07,11,13,29,71,-118.81448,34.85178,2021,07,12,14,04
River Fire,2021,07,11,14,10,9656,-119.869785,37.350823,2021,07,19,18,39
Bradley Fire,2021,07,11,15,08,357,-121.82403,41.25272,2021,07,15,15,59
Dexter Fire,2021,07,12,14,04,2965,-118.8745,37.8024,2021,07,30,09,43
Dixie Fire,2021,07,13,17,15,963309,-121.389439,39.871306,2021,10,25,07,45
Cannon Fire,2021,07,14,15,18,43,-122.64768,40.1703,2021,07,16,18,55
Dolicini Fire,2021,07,14,15,34,35,-122.7418335,38.0975072,2021,07,15,07,13
Border 13 Fire,2021,07,15,16,02,30,-116.634023,32.578481,,,,,
Fork Fire,2021,07,17,17,40,43,-122.55195,39.999396,2021,07,20,15,36
Chicken Fire,2021,07,18,13,34,55,-120.45187,40.86955,2021,07,22,09,06
Peak Fire,2021,07,20,11,40,2098,-118.46461,35.41153,2021,08,13,11,55
Quail Fire,2021,07,20,13,52,50,-117.070814,33.889516,,,,,
Frenchtown Fire,2021,07,20,16,36,45,-121.24684,39.383922,2021,07,22,07,22
Mountain Fire,2021,07,23,00,00,25,-123.505,39.976,,,,,
Park Fire,2021,07,26,00,00,100,-118.722167,36.199833,2021,07,31,08,00
Pinnacles Fire,2021,07,28,00,00,171,-121.224797,36.476664,2021,07,31,19,21
Evans Fire,2021,07,29,19,14,85,-120.8468224,40.183504,2021,08,08,11,55
Robie Fire,2021,07,30,00,00,153,-120.867498,38.054116,2021,08,01,17,39
Monument Fire,2021,07,30,12,28,223124,-123.337,40.752,2021,10,26,13,15
River Complex,2021,07,30,18,17,199359,-123.057,41.389,2021,10,26,13,14
McFarland Fire,2021,07,30,18,44,122653,-123.034,40.35,2021,09,16,18,00
Hungry Fire,2021,07,31,00,00,340,-118.8217926,34.7479248,2021,08,01,09,36
Tobin Fire,2021,07,31,17,10,75,-120.560856,35.65927,,,,,
Hiding Fire,2021,08,01,00,00,50,-122.482826,40.466364,2021,08,01,20,47
Antelope Fire,2021,08,01,11,28,145632,-121.9154934,41.5289901,2021,10,15,12,01
Antonio Fire,2021,08,03,13,02,50,-117.65989,34.23604,2021,08,16,08,00
House Fire,2021,08,04,00,00,60,-122.506112,40.604986,2021,08,10,20,50
River Fire,2021,08,04,08,00,2619,-121.01468,39.08805,2021,08,13,19,54
Hambone Fire,2021,08,06,11,11,55,-121.53946,41.68499,,,,,
Nelson Fire,2021,08,07,00,00,20,-121.89008,41.034362,2021,08,13,08,44
Glen Fire,2021,08,11,00,00,184,-121.30845,39.403918,2021,08,21,20,07
Middle Fire,2021,08,13,00,00,22,-122.727542,38.250596,,,,,
Coyote Fire,2021,08,13,00,00,127,-122.581257,38.826123,2021,08,15,21,46
Bell Fire,2021,08,14,00,00,50,-123.637032,39.834099,2021,08,19,19,48
Caldor Fire,2021,08,14,18,54,221835,-120.537833,38.586,2021,10,21,08,18
Walkers Fire,2021,08,16,16,05,8777,-118.555,36.268,2021,09,17,17,45
McCash Fire,2021,08,18,08,50,94962,-123.404,41.564,2021,11,02,11,43
Cache Fire,2021,08,18,12,34,83,-122.601395,38.928133,2021,08,23,07,00
French Fire,2021,08,18,18,20,,-118.501515,35.674926,2021,10,20,12,02
Rock Fire,2021,08,24,13,38,295,-116.659688,33.474823,2021,08,27,19,35
Mule Fire,2021,08,25,00,00,10,-122.514391,40.616416,2021,08,25,20,04
Westward Fire,2021,08,25,14,17,160,-116.877776,33.918089,2021,08,28,09,24
Airola Fire,2021,08,25,14,55,639,-120.454797,38.038795,2021,09,04,07,11
Bennett Fire,2021,08,25,15,33,59,-121.040771,39.216752,,,,,
South Fire,2021,08,25,16,11,680,-117.440263,34.186147,2021,09,02,15,25
Washington Fire,2021,08,26,13,20,100,-120.402221,37.962933,2021,09,01,19,34
Roadside Fire,2021,08,28,11,25,50,-117.4546,34.25145,2021,09,02,20,01
Chaparral Fire,2021,08,28,12,40,1427,-117.39309,33.484721,2021,09,01,07,02
Knob Fire,2021,08,29,08,00,2421,-123.6744,40.8652,2021,09,13,07,00
Railroad Fire,2021,08,29,12,50,61,-117.466,34.34,2021,09,02,08,06
K-Rail,2021,08,30,13,30,16,-123.52733,41.03877,2021,09,08,16,25
Lassen Fire,2021,09,01,14,27,44,-122.6131992,38.0591827,,,,,
Lawrence Fire,2021,09,05,10,40,46,-120.731748,38.529123,2021,09,07,08,39
Bridge Fire,2021,09,05,12,53,411,-121.036613,38.921239,2021,09,14,18,20
Aruba Fire,2021,09,05,15,50,54,-117.111157,33.380079,2021,09,09,16,46
Caballo Fire,2021,09,06,14,54,70,-120.09009,34.6776,2021,09,08,16,25
Windy Fire,2021,09,09,12,00,,-118.625,36.058,2021,11,11,12,02
KNP Complex,2021,09,10,07,00,,-118.811,36.567,2021,12,21,10,20
Route Fire,2021,09,11,16,06,464,-118.688821,34.569383,2021,09,17,14,00
Hopkins Fire,2021,09,12,14,15,257,-123.202039,39.232362,2021,09,20,17,09
Emigrant Fire,2021,09,17,13,34,,-118.760816,34.665169,,,,,
Childrens Fire,2021,09,19,11,40,42,-119.792528,36.89365,2021,09,19,18,53
University Fire,2021,09,22,11,27,71,-117.333215,34.164501,2021,09,23,19,00
Fremont Fire,2021,09,22,14,25,116,-122.416983,38.269863,2021,09,23,07,09
Fawn Fire,2021,09,22,16,45,8578,-122.320243,40.729811,2021,10,02,18,53
Maxwell Fire,2021,10,05,15,34,80,-123.02375,40.649917,2021,10,11,18,35
Alisal Fire,2021,10,11,14,30,16970,-120.136,34.553,2021,11,20,08,34
View Fire ,2021,10,11,14,35,24,-122.436754,40.287225,2021,10,12,16,48
Kettle Fire,2021,10,11,18,43,447,-119.960099,35.983649,2021,10,12,07,46
Newell Fire,2021,10,11,20,02,132,-122.241128,38.170366,2021,10,12,18,16
Canal Fire ,2021,10,14,16,49,59,-122.277441,39.986836,2021,10,15,08,37
Estrada Fire,2021,10,15,14,40,148,-121.752106,37.013464,,,,,
Gravel Fire,2021,10,15,15,15,200,-120.358206,41.862388,2021,10,16,19,25
Hollow Fire,2021,10,24,13,40,150,-121.52692,37.62879,2021,10,24,16,38
Arlanza Fire,2021,11,21,11,45,24,-117.487947,33.952633,2021,12,02,10,44
Colorado Fire,2022,01,21,17,19,687,-121.880533,36.396461,,,,,
Emerald Fire ,2022,02,10,04,00,154,-117.805666,33.558085,,,,,
Airport Fire,2022,02,16,16,06,4136,-118.371813,37.369355,2022,02,26,08,24
Alpine Fire ,2022,03,01,17,15,21,-123.015106,38.46234,2022,03,06,19,31
Jim Fire ,2022,03,02,11,06,,-117.5181037,33.6769121,2022,03,09,11,56
Flanagan Fire ,2022,03,04,10,31,88,-122.4073,40.67671,,,,,
Hollister Fire,2022,03,12,11,35,120,-120.2770391,34.4687419,2022,03,17,09,09
Gulch Fire ,2022,03,12,12,46,113,-121.9015432,41.9525087,2022,03,14,11,02
Evergreen Fire ,2022,03,12,13,17,12,-122.3685584,41.4455854,,,,,
Whitlow Fire,2022,03,25,21,23,10,-121.692093,41.234712,2022,03,27,16,17
72 Fire,2022,03,26,18,18,,-116.099728,33.525345,2022,03,31,12,01
Moonlight RX,2022,04,09,17,55,,-120.4849,40.18494,,,,,
Valley Fire,2022,04,13,23,55,,-116.5185,32.8647,,,,,
Platina Fire,2022,04,27,13,56,10,-122.690559,40.44412,2022,04,30,09,24
111 Fire,2022,04,30,20,33,15,-115.916687,33.510716,2022,05,01,22,28
Pyrite Fire ,2022,05,06,12,51,60,-117.462367,34.018021,2022,05,07,18,59
House Fire,2022,05,11,12,39,171,-119.443013,36.974622,,,,,
Coastal Fire,2022,05,11,14,51,200,-117.744398,33.509464,2022,05,17,07,54
Coyote Fire,2022,05,15,17,33,46,-116.900635,33.886637,2022,05,16,09,45
Poplar Fire,2022,05,16,18,36,25,-118.98167,36.051411,2022,05,16,09,15
Edmonston Fire,2022,05,19,16,15,682,-118.873889,34.935583,,,,,
Willow Fire ,2022,05,20,12,08,28,-121.998735,38.015611,,,,,
Dunnigan Fire ,2022,05,20,15,08,120,-122.049621,38.824462,,,,,
Owens Fire,2022,05,20,15,10,36,-123.6641833,38.8733747,2022,05,22,19,07
Quail Fire,2022,05,21,15,14,135,-122.051923,38.467322,,,,,
Edward Fire,2022,05,24,10,53,,-122.229859,39.761232,2022,05,25,10,09
Wilder Fire,2022,05,24,11,27,90,-122.275649,40.150329,,,,,
River Fire ,2022,05,24,13,30,595,-122.0246463,39.2333948,2022,05,28,08,52
Bull Fire ,2022,05,24,15,00,48,-120.3564497,35.0155237,2022,05,24,17,30
Elk Trail Fire,2022,05,26,12,23,431,-116.447636,34.090619,2022,05,30,08,22
